Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
148,20070924 12:21 PM EDT,Forbidden City coffee shop replaces Starbucks cafe,"('City coffee shop', 'replaces', 'Starbucks cafe')",City coffee shop,replaces,Starbucks cafe,City coffee shop replaces,replaces Starbucks cafe,City coffee shop replaces Starbucks cafe,-0.02999999999999936,-0.16000000000000014
149,20070924 09:08 AM EDT,Forbidden City coffee shop replaces Starbucks,"('Forbidden City coffee shop', 'replaces', 'Starbucks')",Forbidden City coffee shop,replaces,Starbucks,Forbidden City coffee shop replaces,replaces Starbucks,Forbidden City coffee shop replaces Starbucks,-0.02999999999999936,-0.16000000000000014
150,20070924 12:49 AM EDT,Starbucks to give away music as new service starts,"('Starbucks', 'give away', 'music')",Starbucks,give away,music,Starbucks give away,give away music,Starbucks give away music,-0.02999999999999936,-0.16000000000000014
151,20070925 05:19 PM EDT,Starbucks to give away music as new service starts,"('Starbucks', 'give away', 'music')",Starbucks,give away,music,Starbucks give away,give away music,Starbucks give away music,-0.23499999999999943,-0.02999999999999936
152,20070927 06:38 PM EDT,"Starbucks, Pepsi take bottled coffee overseas","('Pepsi', 'take', 'bottled coffee')",Pepsi,take,bottled coffee,Pepsi take,take bottled coffee,Pepsi take bottled coffee,-0.08500000000000085,-0.3600000000000012
153,20070927 01:49 PM EDT,"CORRECTED - Starbucks, Pepsi to expand bottled coffee venture","('Pepsi', 'expand', 'coffee venture')",Pepsi,expand,coffee venture,Pepsi expand,expand coffee venture,Pepsi expand coffee venture,-0.08500000000000085,-0.3600000000000012
154,20070927 08:02 AM EDT,Starbucks and PepsiCo announce a Multi-Country Deal,"('Starbucks', 'announce', 'Multi-Country Deal')",Starbucks,announce,Multi-Country Deal,Starbucks announce,announce Multi-Country Deal,Starbucks announce Multi-Country Deal,-0.08500000000000085,-0.3600000000000012
155,20070927 07:50 AM EDT,Starbucks drops after downgrade,"('Starbucks', 'drops after', 'downgrade')",Starbucks,drops after,downgrade,Starbucks drops after,drops after downgrade,Starbucks drops after downgrade,-0.08500000000000085,-0.3600000000000012
156,20070928 02:35 AM EDT,"Starbucks, Pepsi take bottled coffee overseas","('Pepsi', 'take', 'bottled coffee')",Pepsi,take,bottled coffee,Pepsi take,take bottled coffee,Pepsi take bottled coffee,-0.05999999999999872,-0.3849999999999998
157,20071009 07:01 PM EDT,"Starbucks recalls 250,000 kids' plastic cups","('Starbucks', 'recalls', ""250,000 kids ' plastic cups"")",Starbucks,recalls,"250,000 kids ' plastic cups",Starbucks recalls,"recalls 250,000 kids ' plastic cups","Starbucks recalls 250,000 kids ' plastic cups",-0.07000000000000028,0.054999999999999716
158,20071009 06:45 PM EDT,"UPDATE 1-Starbucks recalls 250,000 kids' plastic cups","('UPDATE Starbucks', 'recalls', ""250,000 kids ' plastic cups"")",UPDATE Starbucks,recalls,"250,000 kids ' plastic cups",UPDATE Starbucks recalls,"recalls 250,000 kids ' plastic cups","UPDATE Starbucks recalls 250,000 kids ' plastic cups",-0.07000000000000028,0.054999999999999716
159,20071010 02:53 AM EDT,"Starbucks recalls 250,000 kids' plastic cups","('Starbucks', 'recalls', ""250,000 kids ' plastic cups"")",Starbucks,recalls,"250,000 kids ' plastic cups",Starbucks recalls,"recalls 250,000 kids ' plastic cups","Starbucks recalls 250,000 kids ' plastic cups",-0.014999999999998792,-0.10999999999999943
160,20071010 12:54 AM EDT,"Starbucks recalls 250,000 kids' plastic cups","('Starbucks', 'recalls', ""250,000 kids ' plastic cups"")",Starbucks,recalls,"250,000 kids ' plastic cups",Starbucks recalls,"recalls 250,000 kids ' plastic cups","Starbucks recalls 250,000 kids ' plastic cups",-0.014999999999998792,-0.10999999999999943
161,20071018 06:30 AM EDT,Akamai Tech accelerates media delivery at Starbucks stores,"('Akamai Tech', 'accelerates', 'media delivery')",Akamai Tech,accelerates,media delivery,Akamai Tech accelerates,accelerates media delivery,Akamai Tech accelerates media delivery,0.125,0.13000000000000078
162,20071101 04:05 AM EDT,Starbucks targets ready-to-drink market in China,"('Starbucks', 'targets market in', 'China')",Starbucks,targets market in,China,Starbucks targets market in,targets market in China,Starbucks targets market in China,0.129999999999999,-0.4250000000000007
163,20071115 10:04 PM EST,Starbucks reports 1st traffic drop as shares fall,"('Starbucks', 'reports traffic drop', 'shares fall')",Starbucks,reports traffic drop,shares fall,Starbucks reports traffic drop,reports traffic drop shares fall,Starbucks reports traffic drop shares fall,-0.11000000000000121,-0.07499999999999929
164,20071115 07:07 PM EST,UPDATE 3-Starbucks reports 1st US traffic drop; shares fall,"('UPDATE Starbucks', 'reports', '1st US traffic drop')",UPDATE Starbucks,reports,1st US traffic drop,UPDATE Starbucks reports,reports 1st US traffic drop,UPDATE Starbucks reports 1st US traffic drop,-0.11000000000000121,-0.07499999999999929
165,20071115 06:33 PM EST,Starbucks reports 1st traffic drop as shares fall,"('Starbucks', 'reports traffic drop', 'shares fall')",Starbucks,reports traffic drop,shares fall,Starbucks reports traffic drop,reports traffic drop shares fall,Starbucks reports traffic drop shares fall,-0.11000000000000121,-0.07499999999999929
166,20071115 06:17 PM EST,Starbucks sees 1st-qtr EPS below Street view,"('Starbucks', 'sees', '1st qtr EPS')",Starbucks,sees,1st qtr EPS,Starbucks sees,sees 1st qtr EPS,Starbucks sees 1st qtr EPS,-0.11000000000000121,-0.07499999999999929
168,20071115 06:00 PM EST,UPDATE 2-Starbucks reports 1st US traffic drop; shares fall,"('UPDATE Starbucks', 'reports', '1st US traffic drop')",UPDATE Starbucks,reports,1st US traffic drop,UPDATE Starbucks reports,reports 1st US traffic drop,UPDATE Starbucks reports 1st US traffic drop,-0.11000000000000121,-0.07499999999999929
171,20071115 04:35 PM EST,Starbucks shares fall on 2008 outlook,"('Starbucks shares', 'fall on', '2008 outlook')",Starbucks shares,fall on,2008 outlook,Starbucks shares fall on,fall on 2008 outlook,Starbucks shares fall on 2008 outlook,-0.11000000000000121,-0.07499999999999929
172,20071115 04:15 PM EST,"Starbucks reports in-line; guides Q1 EPS below consensus; guides FY08 EPS in-line, back-end loaded","('Starbucks', 'reports in', 'line')",Starbucks,reports in,line,Starbucks reports in,reports in line,Starbucks reports in line,-0.11000000000000121,-0.07499999999999929
173,20071116 03:52 PM EST,Starbucks sales slowdown kills buzz on shares,"('Starbucks sales slowdown', 'kills buzz on', 'shares')",Starbucks sales slowdown,kills buzz on,shares,Starbucks sales slowdown kills buzz on,kills buzz on shares,Starbucks sales slowdown kills buzz on shares,-0.9799999999999986,-0.46499999999999986
174,20071116 06:22 AM EST,"U.S. stocks poised for steady start,Starbucks eyed","('U.S. stocks', 'poised Starbucks for', 'steady start')",U.S. stocks,poised Starbucks for,steady start,U.S. stocks poised Starbucks for,poised Starbucks for steady start,U.S. stocks poised Starbucks for steady start,-0.9799999999999986,-0.46499999999999986
175,20071116 03:46 AM EST,UPDATE 1-RESEARCH ALERT-Baird cuts Starbucks rating,"('UPDATE RESEARCH ALERT Baird', 'cuts', 'Starbucks rating')",UPDATE RESEARCH ALERT Baird,cuts,Starbucks rating,UPDATE RESEARCH ALERT Baird cuts,cuts Starbucks rating,UPDATE RESEARCH ALERT Baird cuts Starbucks rating,-0.9799999999999986,-0.46499999999999986
176,20071120 08:23 PM EST,Peet's looks beyond its shops to take on Starbucks,"('Peet', 'has', 'looks beyond shops')",Peet,has,looks beyond shops,Peet has,has looks beyond shops,Peet has looks beyond shops,-0.005000000000000782,0.11500000000000021
177,20071120 02:58 PM EST,Peet's looks beyond its shops to take on Starbucks,"('Peet', 'has', 'looks beyond shops')",Peet,has,looks beyond shops,Peet has,has looks beyond shops,Peet has looks beyond shops,-0.005000000000000782,0.11500000000000021
178,20071120 02:36 PM EST,Starbucks adopts majority voting for directors,"('Starbucks', 'adopts', 'majority voting for directors')",Starbucks,adopts,majority voting for directors,Starbucks adopts,adopts majority voting for directors,Starbucks adopts majority voting for directors,-0.005000000000000782,0.11500000000000021
179,20071127 07:36 PM EST,Starbucks Cards Get Personal,"('Starbucks Cards', 'Get', 'Personal')",Starbucks Cards,Get,Personal,Starbucks Cards Get,Get Personal,Starbucks Cards Get Personal,-0.34500000000000064,0.21499999999999986
180,20071128 01:57 PM EST,UPDATE 1-Starbucks opening farm support center in Ethiopia,"('Starbucks opening farm support center', 'is in', 'Ethiopia')",Starbucks opening farm support center,is in,Ethiopia,Starbucks opening farm support center is in,is in Ethiopia,Starbucks opening farm support center is in Ethiopia,0.120000000000001,0.1750000000000007
181,20071128 01:14 PM EST,Ethiopian Prime Minister and Starbucks Chairman Discuss Ways to Support Ethiopian...,"('Prime Minister', 'Discuss', 'Ways')",Prime Minister,Discuss,Ways,Prime Minister Discuss,Discuss Ways,Prime Minister Discuss Ways,0.120000000000001,0.1750000000000007
182,20071128 11:35 AM EST,Starbucks opening farm support center in Ethiopia,"('Starbucks opening farm support center', 'is in', 'Ethiopia')",Starbucks opening farm support center,is in,Ethiopia,Starbucks opening farm support center is in,is in Ethiopia,Starbucks opening farm support center is in Ethiopia,0.120000000000001,0.1750000000000007
183,20071201 07:46 AM EST,Starbucks plans 2nd farm support center in Rwanda,"('2nd farm support center', 'is in', 'Rwanda')",2nd farm support center,is in,Rwanda,2nd farm support center is in,is in Rwanda,2nd farm support center is in Rwanda,0.22499999999999964,0.1750000000000007
184,20071201 01:14 AM EST,Starbucks to Open Regional Farmer Support Center in Rwanda,"('Starbucks', 'Open Regional Farmer Support Center in', 'Rwanda')",Starbucks,Open Regional Farmer Support Center in,Rwanda,Starbucks Open Regional Farmer Support Center in,Open Regional Farmer Support Center in Rwanda,Starbucks Open Regional Farmer Support Center in Rwanda,0.22499999999999964,0.1750000000000007
185,20071202 11:56 AM EST,Starbucks plans 2nd farm support center in Rwanda,"('2nd farm support center', 'is in', 'Rwanda')",2nd farm support center,is in,Rwanda,2nd farm support center is in,is in Rwanda,2nd farm support center is in Rwanda,0.03500000000000014,-0.2900000000000009
186,20071204 10:29 AM EST,TASSIMO and Starbucks Send a Wake-Up Call to the Single-Serve Category,"('TASSIMO', 'Send', 'Wake Up Call')",TASSIMO,Send,Wake Up Call,TASSIMO Send,Send Wake Up Call,TASSIMO Send Wake Up Call,-0.33999999999999986,-0.23499999999999943
187,20071205 08:01 AM EST,Starbucks Selects ''Beautiful Boy'',"('Starbucks', 'Selects', 'Beautiful Boy')",Starbucks,Selects,Beautiful Boy,Starbucks Selects,Selects Beautiful Boy,Starbucks Selects Beautiful Boy,0.025000000000000355,0.15499999999999936
188,20071206 11:39 AM EST,Starbucks recalls coffee mugs for burn hazard,"('Starbucks', 'recalls', 'coffee mugs for hazard')",Starbucks,recalls,coffee mugs for hazard,Starbucks recalls,recalls coffee mugs for hazard,Starbucks recalls coffee mugs for hazard,0.0,0.10000000000000142
189,20071206 11:12 AM EST,Starbucks Recalls Coffee Mugs Due to Burn Hazard; Product Manufactured by lab921,"('Starbucks', 'Recalls Coffee Mugs Due', 'Hazard')",Starbucks,Recalls Coffee Mugs Due,Hazard,Starbucks Recalls Coffee Mugs Due,Recalls Coffee Mugs Due Hazard,Starbucks Recalls Coffee Mugs Due Hazard,0.0,0.10000000000000142
190,20071206 11:01 AM EST,Starbucks Recalls Coffee Mugs Due to Burn Hazard; Product Manufactured by lab921,"('Starbucks', 'Recalls Coffee Mugs Due', 'Hazard')",Starbucks,Recalls Coffee Mugs Due,Hazard,Starbucks Recalls Coffee Mugs Due,Recalls Coffee Mugs Due Hazard,Starbucks Recalls Coffee Mugs Due Hazard,0.0,0.10000000000000142
192,20071211 06:25 PM EST,"Short Stocks: Bets build against Smurfit-Stone, Starbucks","('Bets', 'build against', 'Starbucks')",Bets,build against,Starbucks,Bets build against,build against Starbucks,Bets build against Starbucks,-0.2550000000000008,-0.4150000000000009
193,20071211 07:53 AM EST,Starbucks drops after downgrade,"('Starbucks', 'drops after', 'downgrade')",Starbucks,drops after,downgrade,Starbucks drops after,drops after downgrade,Starbucks drops after downgrade,-0.2550000000000008,-0.4150000000000009
194,20071212 07:48 PM EST,Starbucks employee sues over coffee shop noise,"('Starbucks employee', 'sues over', 'coffee shop noise')",Starbucks employee,sues over,coffee shop noise,Starbucks employee sues over,sues over coffee shop noise,Starbucks employee sues over coffee shop noise,0.03500000000000014,-0.009999999999999787
196,20071219 04:11 AM EST,"Starbucks to open shops in Bulgaria, Portugal","('Starbucks', 'open Portugal in', 'Bulgaria')",Starbucks,open Portugal in,Bulgaria,Starbucks open Portugal in,open Portugal in Bulgaria,Starbucks open Portugal in Bulgaria,0.08500000000000085,-0.28500000000000014
197,20071219 04:00 AM EST,Starbucks Expands in Europe,"('Starbucks', 'Expands in', 'Europe')",Starbucks,Expands in,Europe,Starbucks Expands in,Expands in Europe,Starbucks Expands in Europe,0.08500000000000085,-0.28500000000000014
198,20071220 06:01 AM EST,Starbucks Entertainment and Concord Records to Co-Release Kenny G's New Album Rhythm...,"('Kenny G', 'has', 'New Album Rhythm')",Kenny G,has,New Album Rhythm,Kenny G has,has New Album Rhythm,Kenny G has New Album Rhythm,-0.08500000000000085,0.25
199,20071221 09:14 PM EST,Kenny G goes Latin for Starbucks debut,"('Kenny G', 'goes', 'Latin for Starbucks debut')",Kenny G,goes,Latin for Starbucks debut,Kenny G goes,goes Latin for Starbucks debut,Kenny G goes Latin for Starbucks debut,0.23000000000000043,0.2649999999999988
200,20071221 09:06 AM EST,Kenny G goes Latin for Starbucks debut,"('Kenny G', 'goes', 'Latin for Starbucks debut')",Kenny G,goes,Latin for Starbucks debut,Kenny G goes,goes Latin for Starbucks debut,Kenny G goes Latin for Starbucks debut,0.23000000000000043,0.2649999999999988
201,20071227 01:08 PM EST,Starbucks Latte and Mocha Offerings get a Skinny Makeover to Help Coffee Lovers Feel...,"('Starbucks Latte Offerings', 'get', 'Skinny Makeover')",Starbucks Latte Offerings,get,Skinny Makeover,Starbucks Latte Offerings get,get Skinny Makeover,Starbucks Latte Offerings get Skinny Makeover,-0.22000000000000064,-0.17999999999999972
202,20071227 09:00 AM EST,Starbucks Latte and Mocha Offerings get a Skinny Makeover to Help Coffee Lovers Feel...,"('Starbucks Latte Offerings', 'get', 'Skinny Makeover')",Starbucks Latte Offerings,get,Skinny Makeover,Starbucks Latte Offerings get,get Skinny Makeover,Starbucks Latte Offerings get Skinny Makeover,-0.22000000000000064,-0.17999999999999972
203,20080102 08:03 AM EST,Before the Bell-Starbucks shares fall on broker downgrade,"('Bell Starbucks shares', 'fall on', 'broker downgrade')",Bell Starbucks shares,fall on,broker downgrade,Bell Starbucks shares fall on,fall on broker downgrade,Bell Starbucks shares fall on broker downgrade,0.07500000000000107,-0.5800000000000001
204,20080102 07:00 AM EST,Starbucks Celebrates the GRAMMY(R) Awards' Golden Anniversary with Exclusive Two-CD...,"('Starbucks', 'Celebrates', ""GRAMMY Awards ' Anniversary"")",Starbucks,Celebrates,GRAMMY Awards ' Anniversary,Starbucks Celebrates,Celebrates GRAMMY Awards ' Anniversary,Starbucks Celebrates GRAMMY Awards ' Anniversary,0.07500000000000107,-0.5800000000000001
